host_response_time;host_response_rate;host_is_superhost;host_listings_count;street;neighbourhood;neighbourhood_cleansed;;;;;;;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
within a few hours;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22430-170;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.980.711.710.567.900;-43.221.706.523.602.800;t;Apartment;Entire home/apt;6;2.5;3.0;3.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";;$191.00;$200.00;$600.00;$550.00;$80.00;6;$20.00;2;60;today;t;28;51;81;297;14/04/2018;17;08/01/2013;01/04/2018;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;moderate;f;f;1;0.27;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Centro;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.911.829.385.372.800;-4.318.336.679.716.020;f;Apartment;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;{};409.0;$799.00;;;;;1;$0.00;1;1125;50 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;flexible;f;f;1;;2018;4;;;;;;;;;;
within a few hours;89%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22420-043;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.440.066.292.010;-4.321.131.623.318.890;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";;$717.00;;;$683.00;$205.00;4;$171.00;2;30;21 months ago;t;30;60;90;365;14/04/2018;34;17/12/2012;03/01/2018;93.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.52;2018;4;;;;;;;;;;
within a few hours;100%;t;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Flamengo;Flamengo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22250-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.940.840.715.834.100;-4.317.201.126.241.010;f;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Host greets you""}";;$239.00;$1,250.00;$4,800.00;$2,000.00;$125.00;2;$30.00;2;60;today;t;0;0;5;27;15/04/2018;31;22/06/2014;11/12/2017;92.0;9.0;9.0;10.0;9.0;9.0;9.0;f;;;t;f;moderate;f;f;7;0.67;2018;4;;;;;;;;;;
within a few hours;100%;t;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Flamengo;Flamengo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22210-050;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.928.272.883.870.100;-4.317.595.412.037.380;f;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Host greets you""}";;$161.00;$1,202.00;$3,306.00;$900.00;$120.00;2;$60.00;2;28;today;t;14;14;14;14;15/04/2018;57;31/01/2013;06/02/2018;92.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;f;7;0.9;2018;4;;;;;;;;;;
within an hour;100%;f;5.0;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Centro;;;;;;;;Rio de Janeiro;Rio de Janeiro;20021-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.910.430.248.556.700;-4.317.339.182.254.720;t;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";969.0;$280.00;;$7,500.00;$600.00;$120.00;4;$140.00;3;1125;4 months ago;t;0;0;0;196;15/04/2018;5;23/08/2015;09/02/2016;96.0;10.0;10.0;10.0;10.0;8.0;10.0;f;;;f;f;moderate;f;f;5;0.16;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leme;Leme;;;;;;;;Rio de Janeiro;Rio de Janeiro;22010-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.962.123.967.719.800;-431.697.228.480.027;t;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator}";323.0;$250.00;$500.00;$1,500.00;;$150.00;1;$0.00;1;1825;4 months ago;t;30;60;90;365;15/04/2018;4;18/02/2013;14/02/2018;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;1;0.06;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Glória;Glória;;;;;;;;Rio de Janeiro;Rio de Janeiro;20021-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.916.158.605.368.800;-4.317.612.766.933.070;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Bed linens"",""Extra pillows and blankets""}";;$147.00;;;$844.00;;2;$42.00;3;15;2 months ago;t;30;60;90;365;15/04/2018;7;13/02/2013;14/02/2018;94.0;9.0;10.0;10.0;10.0;8.0;8.0;f;;;f;f;moderate;f;f;1;0.11;2018;4;;;;;;;;;;
within an hour;100%;f;41.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22031-072;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.663.558.570.220;-4.318.720.785.947.480;t;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";0.0;$1,120.00;$6,670.00;$22,000.00;$1,000.00;$180.00;2;$80.00;3;89;today;t;0;0;0;31;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;t;f;16;;2018;4;;;;;;;;;;
within an hour;100%;f;31.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22011-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.962.047.119.550.900;-4.317.680.485.104.070;t;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$249.00;;;$0.00;$0.00;4;$0.00;2;90;2 weeks ago;t;30;60;90;365;14/04/2018;4;16/07/2014;15/02/2018;90.0;10.0;9.0;10.0;10.0;9.0;10.0;f;;;f;f;moderate;f;f;31;0.09;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Rio, Rio de Janeiro, Brazil;Laranjeiras;Laranjeiras;;;;;;;;Rio;Rio de Janeiro;22231-160;Rio De Janeiro;Rio, Brazil;BR;Brazil;-2.293.273.400.608.120;-431.810.077.033.131;t;Apartment;Entire home/apt;5;1.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",Bathtub,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Handheld shower head""}";;$260.00;;;$723.00;$150.00;4;$150.00;1;40;6 weeks ago;t;27;57;87;362;15/04/2018;3;07/12/2014;14/02/2018;90.0;10.0;8.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.07;2018;4;;;;;;;;;;
within an hour;100%;t;2.0;Rio, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio;Rio de Janeiro;22070-001;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.977.591.606.037.800;-4.318.928.432.115.580;t;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",""Host greets you""}";592.0;$161.00;;$4,800.00;$500.00;$149.00;2;$20.00;3;1000;2 days ago;t;20;29;59;289;14/04/2018;43;19/02/2013;14/03/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;t;2;0.69;2018;4;;;;;;;;;;
within an hour;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Gávea;Gávea;;;;;;;;Rio de Janeiro;Rio de Janeiro;22451-041;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.424.218.696.490;-432.277.648.963.629;t;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Gym,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";129.0;$99.00;;;$0.00;$100.00;1;$49.00;4;360;3 months ago;t;30;60;90;90;15/04/2018;8;07/01/2013;19/02/2016;90.0;9.0;9.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;f;f;2;0.12;2018;4;;;;;;;;;;
within an hour;100%;f;22.0;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Centro;;;;;;;;Rio de Janeiro;Rio de Janeiro;20231-045;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.913.761.453.053.000;-43.185.129.152.810.600;t;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron,""Self check-in"",Lockbox}";;$82.00;;;$329.00;$80.00;2;$0.00;2;1125;today;t;29;59;89;179;14/04/2018;20;14/02/2015;17/03/2018;92.0;10.0;10.0;10.0;9.0;10.0;9.0;f;;;t;f;strict;f;f;22;0.52;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-090;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.983.025.214.963.700;-43.191.867.798.438;t;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";;$181.00;$2,500.00;;;;1;$0.00;2;1125;5 weeks ago;t;29;59;89;361;15/04/2018;100;09/01/2013;02/04/2018;90.0;9.0;9.0;10.0;9.0;10.0;9.0;f;;;f;f;strict;f;f;1;1.56;2018;4;;;;;;;;;;
within a day;50%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Jardim Botânico;Humaitá;;;;;;;;Rio de Janeiro;Rio de Janeiro;22461-260;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.295.763.139.041.680;-43.204.487.099.091.100;t;Apartment;Entire home/apt;6;3.0;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Wide hallway clearance"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}";;$526.00;;;$1,500.00;$300.00;1;$0.00;3;30;2 months ago;t;30;42;72;249;14/04/2018;2;11/02/2016;22/08/2016;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.08;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22251-090;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.294.804.482.170.530;-4.318.471.811.058.470;t;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,Iron,""Laptop friendly workspace""}";54.0;$820.00;;;$5,123.00;$154.00;3;$0.00;5;14;17 months ago;t;30;60;90;365;15/04/2018;1;27/06/2014;27/06/2014;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.02;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Laranjeiras;Laranjeiras;;;;;;;;Rio de Janeiro;Rio de Janeiro;22245-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.942.400.530.374.100;-4.319.298.284.172.150;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}";;$400.00;$2,400.00;;$1,500.00;$150.00;1;$250.00;7;14;23 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;1;;2018;4;;;;;;;;;;
within a few hours;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Gávea;Gávea;;;;;;;;Rio de Janeiro;Rio de Janeiro;22451-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.643.937.505.440;-4.323.103.026.267.390;t;Apartment;Entire home/apt;6;2.0;3.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";1938.0;$379.00;;$8,900.00;$1,500.00;$150.00;4;$120.00;5;365;2 weeks ago;t;16;46;76;351;15/04/2018;10;23/06/2014;13/02/2018;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;2;0.22;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22410-050;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.986.832.327.407.600;-4.321.120.698.488.220;t;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$444.00;;;$1,025.00;$171.00;2;$342.00;3;30;3 months ago;t;29;59;89;364;14/04/2018;40;02/01/2013;27/03/2017;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.62;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Irajá;Irajá;;;;;;;;Rio de Janeiro;Rio de Janeiro;21235-240;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.284.074.614.729.650;-4.332.617.542.919.560;t;Apartment;Entire home/apt;2;1.0;2.0;1.0;Pull-out Sofa;"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Suitable for events"",Washer}";;$61.00;;;;;1;$0.00;4;1125;48 months ago;t;30;60;90;365;14/04/2018;0;;;;;;;;;;f;;;f;f;flexible;f;f;1;;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22430-190;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.307.068.026.580;-43.222.202.042.636.600;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";;$222.00;;;$512.00;$205.00;1;$0.00;2;7;2 months ago;t;29;59;89;364;14/04/2018;8;05/03/2014;14/02/2018;98.0;9.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.16;2018;4;;;;;;;;;;
within an hour;100%;t;10.0;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Centro;;;;;;;;Rio de Janeiro;Rio de Janeiro;20231-015;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.291.236.809.262.910;-4.318.327.320.044.450;t;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}";0.0;$150.00;;$3,000.00;;;2;$50.00;2;365;today;t;21;51;81;291;15/04/2018;128;08/01/2013;31/03/2018;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;t;f;2;2.0;2018;4;;;;;;;;;;
;;f;1.0;Rio, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio;Rio de Janeiro;22793-340;Rio De Janeiro;Rio, Brazil;BR;Brazil;-23.008.136.978.502.200;-4.342.854.774.993.260;t;Apartment;Entire home/apt;5;1.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Safety card"",""Fire extinguisher"",""24-hour check-in"",Hangers,""Hair dryer"",Iron}";;$199.00;;;;;1;$100.00;3;30;12 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;t;6.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22420-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.567.115.685.200;-4.320.041.768.477.980;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";;$222.00;$2,049.00;$6,830.00;$0.00;$102.00;2;$34.00;4;365;today;t;3;33;57;256;15/04/2018;110;13/02/2013;31/03/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;6;1.75;2018;4;;;;;;;;;;
within an hour;100%;f;26.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22041-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.970.112.700.305.000;-4.318.822.162.768.540;t;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";;$137.00;$1,890.00;$4,950.00;$600.00;$100.00;3;$80.00;4;90;7 weeks ago;t;14;30;38;262;14/04/2018;89;10/02/2013;04/04/2018;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;24;1.41;2018;4;;;;;;;;;;
;;f;1.0;Rio, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio;Rio de Janeiro;22440;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.982.785.065.318.600;-4.321.996.326.842.260;t;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer}";;$1,001.00;;;$3,000.00;$200.00;1;$0.00;7;14;25 months ago;t;30;60;90;365;14/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;1;;2018;4;;;;;;;;;;
within a day;100%;f;60.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22410-003;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.204.201.948.100;-4.321.119.930.135.800;t;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$223.00;;;$1,712.00;$171.00;3;$51.00;1;1125;4 weeks ago;t;30;60;90;365;15/04/2018;3;24/01/2013;15/07/2014;100.0;9.0;10.0;9.0;9.0;10.0;8.0;f;;;f;f;strict;f;f;58;0.05;2018;4;;;;;;;;;;
within a day;50%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;;Taquara;;;;;;;;Rio de Janeiro;Rio de Janeiro;22775-109;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.888.783.808.050;-4.337.374.717.585.780;f;House;Entire home/apt;4;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,""Bed linens"",""Host greets you""}";;$99.00;$3,500.00;$15,000.00;$1,500.00;$100.00;4;$50.00;3;30;28 months ago;t;30;60;90;365;14/04/2018;1;01/07/2014;01/07/2014;94.0;10.0;10.0;10.0;10.0;8.0;8.0;f;;;f;f;strict;f;f;1;0.02;2018;4;;;;;;;;;;
within a few hours;90%;f;2.0;Rio, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio;Rio de Janeiro;22071-110;Rio De Janeiro;Rio, Brazil;BR;Brazil;-2.298.597.538.331.620;-43.197.399.258.142.400;t;Apartment;Entire home/apt;2;2.0;0.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}";;$201.00;;;$417.00;$147.00;1;$0.00;3;20;today;t;30;60;90;365;14/04/2018;50;12/02/2013;25/11/2017;91.0;9.0;8.0;9.0;9.0;10.0;9.0;f;;;f;f;strict;f;f;2;0.79;2018;4;;;;;;;;;;
